epoch,L_total,L_sdf,L_eik,L_z,L_2nd,eik_weight,grad_norm_mean,lr,time_s
156,0.065057,0.051915,0.131416,0.00059883,0.000000,0.1000,0.8628,0.000500,9.5
157,0.064601,0.051702,0.128990,0.00060168,0.000000,0.1000,0.8658,0.000500,9.5
158,0.065756,0.053885,0.118712,0.00060429,0.000000,0.1000,0.8679,0.000500,9.5
159,0.066353,0.052863,0.134902,0.00060755,0.000000,0.1000,0.8707,0.000500,9.5
160,0.066279,0.054368,0.119105,0.00060993,0.000000,0.1000,0.8722,0.000500,9.5
161,0.064667,0.051634,0.130330,0.00061304,0.000000,0.1000,0.8665,0.000500,9.5
162,0.064139,0.051768,0.123709,0.00061556,0.000000,0.1000,0.8634,0.000500,9.5
163,0.063884,0.051609,0.122746,0.00061828,0.000000,0.1000,0.8627,0.000500,9.5
164,0.064085,0.051597,0.124878,0.00062117,0.000000,0.1000,0.8665,0.000500,9.5
165,0.066432,0.055772,0.106596,0.00062376,0.000000,0.1000,0.8910,0.000500,9.5
166,0.077281,0.061754,0.155277,0.00062722,0.000000,0.1000,0.8722,0.000500,9.5
167,0.067962,0.057001,0.109618,0.00062880,0.000000,0.1000,0.8758,0.000500,9.5
168,0.064432,0.052951,0.114809,0.00063153,0.000000,0.1000,0.8625,0.000500,9.5
169,0.072524,0.057640,0.148846,0.00063505,0.000000,0.1000,0.8977,0.000500,9.5
170,0.070202,0.059782,0.104201,0.00063687,0.000000,0.1000,0.9347,0.000500,9.5
171,0.063305,0.051898,0.114074,0.00063948,0.000000,0.1000,0.8847,0.000500,9.5
172,0.069975,0.055710,0.142648,0.00064236,0.000000,0.1000,0.8652,0.000500,9.5
173,0.067370,0.056118,0.112521,0.00064397,0.000000,0.1000,0.8448,0.000500,9.5
174,0.066707,0.055396,0.113109,0.00064660,0.000000,0.1000,0.8485,0.000500,9.5
175,0.068777,0.054841,0.139357,0.00065004,0.000000,0.1000,0.8751,0.000500,9.5
176,0.063007,0.050824,0.121824,0.00065191,0.000000,0.1000,0.8642,0.000500,9.5
177,0.066984,0.055662,0.113213,0.00065382,0.000000,0.1000,0.8720,0.000500,9.5
178,0.063848,0.051266,0.125819,0.00065642,0.000000,0.1000,0.8674,0.000500,9.5
179,0.065623,0.051845,0.137785,0.00065904,0.000000,0.1000,0.8666,0.000500,9.5
180,0.064994,0.052815,0.121792,0.00066089,0.000000,0.1000,0.8474,0.000500,9.5
181,0.064726,0.052482,0.122440,0.00066333,0.000000,0.1000,0.8476,0.000500,9.5
182,0.065988,0.052695,0.132933,0.00066617,0.000000,0.1000,0.8549,0.000500,9.5
183,0.063123,0.051044,0.120794,0.00066812,0.000000,0.1000,0.8486,0.000500,9.5
184,0.064359,0.052679,0.116799,0.00067052,0.000000,0.1000,0.8654,0.000500,9.5
185,0.064818,0.051905,0.129132,0.00067353,0.000000,0.1000,0.8828,0.000500,9.5
186,0.063077,0.051055,0.120220,0.00067594,0.000000,0.1000,0.8762,0.000500,9.5
187,0.063648,0.051409,0.122392,0.00067857,0.000000,0.1000,0.8618,0.000500,9.5
188,0.064989,0.051257,0.137324,0.00068157,0.000000,0.1000,0.8458,0.000500,9.5
